term,speech_part,meaning
marriageable,adj.,tumutop a tawen a pannakicallaysa
marry,v.,panagcallaysa
martial,adj.,maipapan iti callaysa
martyr,n.,"martir, banuar"
marvelous,adj.,"nacacascasdaaw, datdatiang, saan a nacappapati"
masculine,adj.,maipapan iti lalaki
mask,n.,"abbong ti rupa, mascara"
mason n.,,"masonero, maysa a tao nga agputed, mangisagana ken agtrabajo iti bato"
masonic,,maipanggep cadagiti masonero
masquerade,n.,"panagmascara, pasala a nagmascara ti tumabuno"
mass,n.,"misa, dayup, nangnangruna a paset caaduan"
massacre,n.,naranggas panagpatay iti adu
master,n.,"pangulo, lider, apo"
master,v.,"parameken, adalen, a nanimbag"
masthead,n.,"lagyag ti sasacyan, paulo ti pagwarnac"
mat,n.,icamen
match,n.,gurabis
match,v.,"itulad, iparis, ipadpad"
mate,n.,"oficial ti vapor, asawa, cadua"
material,n.,casapulan
materialistic,adj.,manangipateg iti banag ti lubong
matter,n.,"banag, linaon"
matter,n.,"panggep, banag"
mattress,n.,"culchon, arpaw"
mature,adj.,nataengan naluumen
maturity,n.,casasaad ti nataengan
maul,v.,"baywen, tumeken"
maxim,n.,"prverbio, pagsasao"
maybe,adj.,"nalabit, mabalin"
mayflower,n.,Sabong ti Mayo
mayor,n.,"alcalde, mayor"
maze,n.,"panagsiddaaw, nariribuc a panunot"
me,pron.,siac
meadow,n.,"caruotan, tanap a pagaraban dagiti ayup"
meal,n.,canen
mean,adj.,"nanababa, caaduan, cadsaaran, tengnga"
mean,v.,panggepen a sawen
meandering,adj.,"panagpailailang, agricosricos"
meaning,n.,caipapanan
meantime,adj.,cabayatan
measles,n.,tuco
measly,adj.,"naacaran iti tuco, bassit"
measure,n.,"rucod, sucacat"
measure,v.,"rucoden, sucaten"
meat,n.,carne
mechanic,n.,mecanico
meciless,adj.,"awanan asi, naranggas"
medal,adj.,medalla
meddle,v.,makibiang
meddling,n.,makibibiang
medicine,n.,agas
meditation,n.,panagpanunot
meek,adj.,"naanus, nadayaw, napacumbaba"
meet,v.,"agsarac, agkita, agsabat"
meeting,n.,"taripnong, miting"
melancholy,adj.,naladingit
melody,n.,"aweng, melodia, musica, ayug"
melt,v.,"marunaw, pannacarunaw"
melting pot,n.,"banga a paglaocan, pagdaagupan"
member,n.,cameng
membership,n.,panagcameng
membrane,n.,naingpis a banag a mangcalub iti paset ti bagi
memorial,n.,pacalaglagipan
memorize,v.,tandaanan
memory,n.,lagip
menace,n.,peggad
mend,v.,"tacupan, daiten"
mendacious,adj.,"nakillo, ulbod"
mendicant,n.,agpalpalama
mention,n.,"panangisarita, pananginagan"
mercenary,adj.,"agpaay gapu la iti cuarta, naagum"
merchandise,n.,tagilaco
merchant,n.,agtagtagilaco
mercy,n.,"asi, ayat"
mere,adj.,"laeng, maymaysa"
merger,n.,"pangtitipon, panaglaoc"
merit,n.,"gunggona, pateg"
meritorious,adj.,"tumutop a maiccan iti gunggona, pammadayaw"
merry,adj.,naragsac
message,n.,"damag, mensaje"
metaphor,n.,"panangyarig, panangtulad"
meteoric,adj.,napartac
meter,n.,"pagrucod, metro"
method,n.,"panagaramid, pamay-an"
microscopic,adj.,babassit a banag a saan a makita ti mata
middle,n.,"tengnga, baet"
midnight,n.,tengnga ti rabii
midst,n.,"let-ang, tengnga"
midwife,n.,"mangngilot, partera"
mighty,adj.,napigsa
migratory,adj.,managalis
mild,adj.,"naalumamay, naraman"
mildew,n.,sakit ti mula
mile,n.,"milla, 5280 a pie, 1760 a yarda"
mileage,n.,cawatiwat
militant,adj.,"sisasagana, naregta"
military,adj.,maipapan iti buyot
militate,v.,"busoren, sarangten, supiaten"
milk,n.,gatas
milk,v.,gatasen
milkfish,n.,bangos
mill,n.,gilingan
miller,n.,gumigiling
milling,v.,aggil-giling
million,n.,riwriw
millionaire,n.,"bacnang, millonario"
millionth,adj.,maicariwriw
mimic,n.,agtutulad
mind,n.,"panunot, isip"
mind,v.,icaso
mine,n.,"disso a pagtaudan ti balitoc wenno dadduma a metal, pagminasan"
mine,pron.,cucuac
miner,n.,minero
mingle,v.,makilaoc
miniature adj.,,bassit
minister,n.,"ministro, pangulo to maysa a benneg"
minor,adj.,"basbassit a bilang, saan a natengan"
mint,n.,pagaramidan iti cuarta
minute,n. adj.,"canito, minuto"
miracle,n.,milagro
mire,n.,capitacan
mirror,n.,sarming
mirror,v.,"iparangarang, iladawan"
mirth,n.,"rago, ragsac"
mirthful,adj.,naragsac
miscellaneous,adj.,nadumaduma
mischief,n.,"kinaulpit, kinaranggas"
mischief,n.,saan a maicanada nga aramid
miserabel,adj.,"napanglaw, nacacaasi"
misery,n.,dackel a pagtuocan
misfortune,n.,dakes a gasat
miss,n.,"Miss, panawangawag iti balasang"
mistake,n.,biddut
mistake,v.,agbiddut
mistress,n.,"babai a pangulo ti caman, escuela, babai nga addaan iti turay wenno panagtagicua"
misty,adj.,"naulep, naangep"
mix,v.,"paglaoken, pagtiponen"
mixture,n.,"panaglaoc, panagtipon"
moan,v.,"unnoy, asug"
mob,n.,naringgor a taripnong
mobile,adj.,"nalaca a magunay, nalaca a masuctan"
mock,v.,"guyaban, laisen"
mockery,n.,"panagguyab, panagguyab, pananglais"
mode,n.,"ugali, wagas"
model,n.,"modelo, pagtuladan"
moderate,adj.,calalainganna
moderistic,adj.,cabarbaro
modern,adj.,"agdama, baro"
modest,adj.,"saan a napasindayaw, napacumbaba"
modification,n.,panagpabaro
moist,adj.,"nabasa, nadam-eg"
moisture,n.,"caabasa, danum"
mole,n.,siding
molest,v.,panangsinga
moment,n.,canito
momentous,adj.,"napateg, nadagsen"
monarch,n.,"ari, agturay, monarca"
monarchy,n.,"pagarian nga iturayan ti ari, emperador"
monday,n.,Lunes
money,n.,"cuarta, pirac"
money-bag,n.,supot ti cuarta
moneyed,adj.,nabacnang
monkey,n.,"bakes, songgo"
monkey,v.,"rabaken, cuditen"
monsieur,n.,"panagdayaw, apo"
monster,n.,nacabutbuteng nga ayup
monstrous,adj.,nacabutbuteng
month,n.,bulan
monthly,n.,binulan
monument,n.,monumento
monumental,adj.,"nabileg, rumbeng a lagipen, nasken"
mood,n.,"casasaad, ricna"
moody,adj.,"naulimec, nalinday"
moon,n.,bulan
moonlight,n.,silnag ti bulan
moonstruck,adj.,"agbagtit, agballa"
moral,n.,cababalin a nasayaat
morbid,adj.,"malmalday, masacsakit"
more,adv.,adadu
moreover,adv.,casta met
morning,n.,"agsapa, bigat"
morsel,n.,sangcakittab sangcabassit a paset
mortal,adj.,macapatay
mortal,n.,"tao, matay"
mortality,adj.,"bilang ti natay, casasaad ti managbasol"
mosquito,n.,lamoc
moss,n.,lumot
most,adv.,caaduan
moth,n.,simotsimot
mother,n.,"nanang, ina"
mother,v.,taracnen
motherhood,n.,casasaad ti ina
motion,n.,"aramid, garaw tignay"
motivation,n.,panangipalawag iti gandat
motive,n.,"pagapu, gandat"
motley,adj.,nadumaduma a kita
motor,n.,"motor, maquina"
motorcycle,n.,motorciclo
motorized,adj.,addan motor wenno maquina
motorman,n.,agpaandar iti motor
motto,n.,"pagsasao, refran"
mould,n.,damili
moulder,n.,agdamdamili
mount,v.,"ngumato, agsacay"
mountain,n.,bantay
mountainous,adj.,cabambantayan
mourn,v.,"agladingit, lumdaang"
mouse,n.,"bao, marabutit"
mouth,n.,ngiwat
mouthful,adj.,sangcasacmal
mouthpiece,n.,pannacangiwat
movable,adj.,mayalis
move,v.,"umalis, aggaraw"
movement,n.,tignay
moving picture,n.,cine
mow,v.,"gapasen, putden"
much,adj.,"adu, nawadwad"
mucus,n.,buteg
mud,n.,pitac
mud-skipper,n.,talimusac
muddle,n.,"riri, gulo"
mudfish,n.,paltat
mullet,n.,maysa a kita ti ican
multiply,v.,"paaduen, agadu"
multitude,n.,"caaduan, ummong"
mundane,adj.,"nailubongan, naidagaan"
municipal,adj.,"municipio, ili"
murder,n.,panangpapatay
murder,v.,pammapatay
murmur,n.,tanamitim
muscle,n.,lasag
muse,n.,mutia
muse,v.,panagpanunot
museum,n.,"museum, pagtaengan dagiti madal-adal iti un-unana"
mushy,adj.,agpaay iti babai
music,n.,"musica, ayug"
musical,adj.,maipapan iti musica
musician,n.,cameng ti orquesta
must,v.,"masapul, rumbeng"
mustache,n.,barbas
mute,adj.,"naulimec, mutal, umel"
mutilate,v.,"tadtaden, cunesen"
mutinity,n.,yaalsa ti agpaay iti vapor
mutual,adj.,agsinnubalit
my,pron.,cucuac
myopic,n.,sakit ti mata
myself,pron.,siac
mysterious,adj.,nacascasdaaw
mystery,n.,"nalined a banag, datdatlag"
mystic,adj.,nacascasdaaw
nail,n.,"lansa, cuco"
nail,v.,ilansa
naked,adj.,"labus, lamolamo"
name,n.,nagan
name,v.,inaganan
nameless,adj.,awanan iti nagan
nap,n.,riped
napkin,n.,servilleta
narrate,v.,"isarita, ipalawag"
narration,n.,"sarita, palawag"
narrow,adj.,akikid
narrowly,adv.,"dandani, nagistayan"
nasal,adj.,maipapan iti agong
nation,n.,pagilian
nationalistic,adj.,naatay iti ili
nationality,n.,tattao o mangbukel iti nacion
native,n.,"anac, tubo"
natural,adj.,cadawyan
naturalize,n.,awaten a cas maysa a makipagili
naturally,adv.,"iti kinapudnona, cas cadawyan"
nature,n.,law-ang
naught,n.,"pananacaawan, caawan"
naughty,adj.,"naalicuteng, naalimegmeg"
nausea,n.,panagsakit ti tian
navigable,adj.,malasatan ti sasacayan
navy,n.,armada
near,adv. or prep.,asideg
nearly,adv.,nagistayan
necessary,adj.,"casapulan, nasken"
necessity,n.,casapulan
neck,n.,tengnged
necklace,n.,cuentas
necktie,n.,corbata
need,n.,"casapula, masapul"
need,v.,casapulan
needle,n.,"dagom, pagdait"
needy,adj.,"macasapul, marigrigat"
nefarious,adj.,dakes
neglect,n.,pannacaliway
neglect,v.,liwayan
neglectful,adj.,"managliway, managlipat"
negotiations,n.,saritaan
negotiative,v.,"ilaco, lumasat"
negro,n.,"nangisit, negro"
neighbor,n.,caarruba
neighborhood,n.,puroc
neither,adv.,"uray ania, saan, awan"
neophyte,n.,agdadamo
nephew,n.,caanacan a lalaki
nerve,n.,"tured, ur-urat"
nervous,,"adj, managtigerger, nabutbuteng"
nest,n.,"umoc, taeng"
nestle,v.,"agapun, aginana"
net,n.,iket
net income,n.,nasapulan a naiccat ti nabusbos
neutral,adj.,agtengnga
never,adv.,saan uray inton caano
nevertheless,adv.,uray pa
new,adj.,baro
newspaper,n.,pagiwarnac
newyear's day,n.,Baro a Tawen
next,n.,sumaruno
nibble,v.,kiraber
nice,adj.,"napintas, nasayaat"
niche,n.,"takem, pagyanan ti monumento"
nickel,n.,"nickel, lima a centavo"
nickel-plated,adj.,nacalupcopan iti nickel
nickname,n.,"palayaw, birngas"
niece,n.,caanancan a babai
niggard,adj.,"naimut, nainut"
night,n.,rabii
nightmare,n.,arapaap iti rabii
nimble,adj.,naparagsit
nine,n.,siam
nineteen,n.,sangapulo ket siam
nineteenth,adj.,maicasangapulo ket siam
ninety,n.,sian a pulo
ninth,adj.,maicasiam
nip,v.,"gupden, cagaten, palamiisen"
nipple,n.,suso
no,adv.,"saan, awan"
noble,adj.,"naayat, natan-oc"
nobody,pron.,awan ti uray siasino man
nocturnal,adj.,maipapan iti rabii
nod,n.,tunged
nod,v.,agtunged
node,n.,buco
noise,n.,ariwawa
noisy,adj.,naariwawa
nominal,adj.,ti nainaganan laeng
nominate,v.,inaganan
nomination,n.,pannacainagan
nominee,n.,"candidato, papili, nainaganan"
nonchalant,adj.,"nalamiis, saan a napinget"
none,adv.,awan
nonesense,n.,kinamaag
nonstop,adj.,awanan sardeng
noon,n.,"tengnga ti adlaw, agmatuon"
nor,adv.,wenno
normal,adj.,cadawyan
north,n.,amiaman
northern,adj.,akin-amianan
nose,n.,agong
nosedive,v.,agsuec
not,adv.,"saan, awan"
notable,adj.,nalatac
note,n.,"nota, surat, tanda"
noticable,adj.,maimatangan
notice,n.,pacaammo
notice,v.,kitaen
notify,v.,ipacaammo
notion,n.,"panunot, pagarup"
notorious,adj.,agdindinamag a dakes
noun,n.,banag
nourishment,n.,taraon
novel,n.,"novela, cabibiag"
novelty,n.,baro a wagas wenno moda
november,n.,Noviembre
novice,n.,"agdadamo, baro"
now,adv.,ita
nude,adj.,"ussob, lamolamo"
nudge,v.,"calbiten, iduron"
null,adj.,awanan caipapanan
numb,adj.,napipikel
number,n.,"bilang, numero"
numerous,adj.,"adu, napuscol"
nun,n.,monja
nuptial,n.,"casar, callaysa"
nurse,n.,"""nurse"", agtaraken"
nurse,v.,"taracnen, bantayan"
nursery,n.,pagtaracnan
nurtitiious,adj.,naanag
nurture,v.,"agpanunot, isuro"
nutrition,n.,panangtaraon
nutty,adj.,agballa
nymph,n.,encantado
o'clock,n.,ti horas
oak,n.,maysa a kita ti cayo idiay America
oar,n.,gaod
oath,n.,"cari, panagcari"
obdurate,adj.,"napuso, natured"
obedience,n.,panagtungpal
obedient,adj.,"natulnog, managtungpal"
obese,adj.,nalucmeg
obey,v.,agtungpal
object,v.,sumupiat
objection,n.,panangsupiat
objective,n.,"gagara, panggep"
obligation,n.,"rebbengen, carbengan"
oblige,v.,"pannacapapilit, naipapilit"
obliterate,v.,"dadaelen, pucawen"
obliteration,n.,"panangdadael, panangpucaw"
oblivion,n.,pananglipat
obscene,adj.,naalas
obscure,adj.,"nasipnget, nalidem"
observant,adj.,managpaliiw
observation,n.,paliiw
observe,v.,"paliiwen, rambacan"
obsolete,adj.,"nalapasen, daan"
obstacle,n.,dagiti abbeng
obstinate,adj.,"natangken, mannangipapilit"
obstruct,v.,lappedan
obstruction,n.,lapped
obtain,v.,alaen
obtainable,adj.,mabalin nga alaen
occasion,n.,maysa a tiempo a panangtaming iti aramid
occasional,adj.,sagpaminsan
occident,n.,ti laud
occult,adj.,"nacascasdaaw, carcara, casla salamangca"
occupation,n.,"pagsapulan, pannacasacup"
occupy,v.,sacupen
occur,v.,rumsua
occurrence,n.,pasamac
ocean,n.,dackel a bagi ti danum a cas ti Pacifico
october,n.,Octubre
odd,adj.,"saan a padapada, maymaysa, carcarna"
oddity,n.,casasaad ti pagsiddaawan
odor,n.,angut
of,prep.,"ken, ken ni, cucua ni, maipapan"
off,adv.,"adayo, iti ruar, naisina"
offend,v.,"pasactan, paruroden"
offense,n.,"panangrurod, panangpasakit"
offensive,adj.,"macasair, macaparurod"
offer,n.,"pannangted, panangidiaya"
offer,v.,"itdan, iccan, idiaya"
office,n.,oficina
official,n.,"oficial, pangulo, agturay"
officiate,v.,"ipangulo ti trabajo ti oficina, wenno ceremonia"
offspring,n.,anac
often,adv.,masansan
oftentimes,adv.,masansan
oil,n.,lana
oily,adj.,nalana
old,adj.,"nataengan, nabayagen, daan"
oldtimer,n.,"nabatagen, naisigud"
ominous,adj.,"mangbutbuteng, agpartaan"
omit,v.,"baybay-an, lisian, iccaten"
on,prep.,"iti, ti rabaw ti"
once,adv.,"naminsan, dagus"
one,n.,maysa
one-sided,adj.,maysa ti ikingna
onion,n.,"sibutas, lasona"
only,adv.,laeng
onslaught,n.,nacaamamac a panangraut
onward,adv.,dumarup
ooze,v.,"agayus, rumuar"
opalescent,adj.,agduduma a maris
opaque,adj.,agsalagasag
open,adj.,silulucat
open,v.,paglucatan
operate,v.,"mangpapagna, mangaramat"
operation,n.,"operacion, panangpatignay"
operator,n.,mangtarawidwid
opinion,n.,"panunot, capanunotan"
opponent,n.,"calaban, cabusor"
opportune,adj.,mainugot a panawen
opportunistic,adj.,managgundaway
opportunity,n.,gundaway
oppose,v.,"surungen sabten, darupen"
opposite,adj.,"casango, sungani"
opposition,n.,"casango, isusupiat"
oppressed,adj.,mairurumen
oppression,n.,pannacairurunem
optical,adj.,maipapan iti mata
optician,n.,mangngagas iti mata
or,conj.,wenno
oracle,n.,"mammadles, mamadto"
oral,adj.,maibalicas
orally,adv.,sibabalicas
orange,n.,"cajil, kita ti color"
oration,n.,bitla
orchard,n.,minuyongan
ordain,v.,"ipasdec, ordenan, ibilin"
ordeal,n.,tuoc
order,n.,"panagibaon, urnos, bilin"
order,v.,"paipaw-it, ibaon"
ordinance,n.,bilin
ordinary,adj.,"caaduan, cadawyan"
organ,n.,"organo, aramaten ti panagtocar a cas ti piano"
organist,n.,agtocar iti organo
organization,n.,timpuyog
organize,v.,buangayen buclen
orgy,n.,"kin labes, nalabes a ragsac"
orient,n.,"daya, dagiti nacion nga adda iti Asia ken amianan ti Australia"
original,n.,"ti damo, immuna, nasapa"
orphan,n.,"ulila, awanan naganaac"
orphanage,n.,taeng dagiti ululila
osculate,v.,agcan
other,adj.,ti sabali
otherwise,prep.,maipapan iti sabali wenno
ought,v.,"rebbeng, rumbeng, carbengan"
ounce,n.,"1/16 ti maysa a libra, onsa"
our,pron.,"(suffix) tayo, cucuatayo"
ourselves,pron.,bagitayo
oust,v.,iccaten
ousted,adj.,"niaccat, pinaalis"
out,adv.,idiay ruar
outburst,n.,panagbettac
outcome,n.,banag
outgrowth,n.,sulbod
outlaw,n.,"tulisan, managsalungasing iti linteg"
outline,n.,balabala
outside,n.,ruar
outward,adj.,rumuar
oven,n.,"pugon, orno"
over,prep.,"rabaw, nalpasen, maipapan"
overbearing,adj.,"natangig, manangituray"
overcoat,n.,"capote, abbong"
overcome,v.,sarangten
overflow,v.,aglipias
overflowing,adj.,agliplipias
overhaul,v.,usigen ken tarimaanen
overpower,v.,parucmaen
overtake,v.,camcamen
overthrow,n.,"isubli, parmeken"
overthrow,v.,"pannacaisubli, pannacaparmec"
owe,v.,utangen
owl,n.,"puec, maysa a kita ti billit"
own,v.,tagicuaen
owner,n.,"akincucua, agtagicua"
ox,n.,lalaki a vaca
oxytone,adj.,nasinggit
oyster,n.,tirem
pace,n.,addang
pacific,adj.,"naulimec, natalna"
pacification,n.,"panagtalna, panagulimec"
pack,n.,"balcot, tampong"
pack,v.,"agbalcot, agbungon"
packer,n.,agbalbalcot
paddle,n.,gaod
padlock,n.,candado
pagan,n.,atap a tao awanan iti religion
page,n.,panid
page,v.,ipanid
pageant,n.,pabuya
pageantry,n.,nadaeg a pabuya
paging,n.,binulong ti libro
pail,n.,"timba, balde"
pain,n.,"sakit, utot"
painful,adj.,"nasakit, naut-ot"
painless,adj.,awanan sakit
paint,n.,"pintura, pinta"
paint,v.,pintaan
painter,n.,pumipinta
pair,n.,"dua, paris, agcaasmang"
pal,n.,"gayyem, cadua"
palace,n.,"palacio, balay ti ari"
palatial,adj.,dackel a balay
pale,adj.,"nabessag, nalusiaw"
palisade,n.,alad ti cauartel
pallid,adj.,bumbumsag
palm,n.,daculap kita ti cayo a cas ti niog
paltry,adj.,"saan a napateg, saan a nasker"
pan,n.,palanggana
panacea,n.,"agas ti amin a kita ti sakit, pamuspusan ti caaduan"
pane,n.,sarming ti ridaw wenno tawa
panel,n.,"diding, abbong"
panic,n.,riribuc gapu iti buteng
panorama,n.,buya a nalawa
pant,v.,"agal-al, pantalon, sapin"
pantry,n.,pagidulinan iti canen
papa,n.,"ama, tata, tatang"
paper,n.,papel
parachute,n.,dackel a payong a pagbaba
paradise,n.,"paraiso, gloria"
paragon,n.,"casayaatan a kita, pagwadan"
paragraph,n.,"paset ti sinurutan, ummong ti binatog"
parallel,adj.,agcabatog
paralytic,adj.,inutil
parasite,n.,agbiag iti sabali
parcel,n.,"bungon, binungon, kelleng"
pardon,n.,"pammacawan, pacawan"
pardonable,adj.,mapacawan
parent,n.,"naganac, ama wenno ina"
parentage,n.,nagtaudan nga ama ken ina
parity,n.,panagpada
park,n.,"minuyongan, plaza"
park,v.,susardeng
parking lot,n.,disso a pangisardengan iti lugan
parliament,n.,Pagaramidan iti linteg idiay Inglatera
parlor,n.,"balcon, pagtaengan dagiti sangaili"
parrot,n.,loro
parson,n.,"ministro, pastor, wenno padi"
part,n.,paset
partake,v.,"makibingay, tumipon"
partial,adj.,agduyos iti maysa
participate,v.,"makitaripnong, makitipon"
participation,n.,"pannakicadua, pannakilaoc"
particular,adj.,naisalumina
parting,n.,"ipapanaw, pacada"
partisan,adj.,makicadua
partition,n.,"kelleng, pannacabingay"
partly,adv.,maysa a paset
partner,n.,cadua
partnership,n.,panagcadua nga agconercio
party,n.,"padaya, ganglo"
pass,v.,lumabas
passable,adj.,malasat
passage,n.,"flete, panaglasat"
passenger,n.,"pasajero, aglugan"
passion,n.,"naladingit a pasamac, ricna"
passionate,adj.,"nagagem, naayat"
passport,n.,pammalubos iti panagviaje
password,n.,pagsasao a tanda
past,adj.,nalpas
paste,n.,pigket
pastime,n.,"ayayan, linglingay"
pastoral,adj.,maipapan iti away wenno pastor
pastry,n.,cancanen
pasture,n.,pagaraban dagiti ayup
pat,v.,aprusan
patch,n.,"aray, tacup"
patch,v.,tacupan
paternal,adj.,"maipapan iti ama, ti biang ti ama"
path,v.,pagnaan
pathetic,adj.,"nacacaasi, nacalcaldaang"
pathos,n.,ladingit
patience,n.,anus asi
patient,adj.,"naanus, naayat"
patient,n.,masakit
patrinomy,n.,tawid
patriotic,adj.,manangayat iti ili
patriotism,n.,ayat iti ili
patron,n.,"suki, santo"
patronage,n.,"dagiti suki, tulong ti agturay"
patter,n.,panagsao a napardas
pattern,n.,sucog
pause,n.,sardeng
pause,v.,"aginana, agsardeng"
pavement,n.,naiparabaw a bato iti dalan
paw,n.,nagcuco a saca ti ayup
paw,v.,caramutan
pawn,v.,isalda
pawnbroker,n.,mangsalda
pay,n.,bayad
payee,n.,ti nagbayadan
payment,n.,"pagbayad, ti bayad"
pea,n.,gisantes
peace,n.,"talna, ulimec cappia"
peaceful,adj.,"naulimec, natalna"
peach,adj. n.,"kita ti bunga, napintas a babai"
peak,n.,"rabaw, pantoc"
peanut,n.,mani
pear,n.,maysa a kita ti cayo
pearl,n.,perlas
pearly,adj.,cas perlas
peasant,n.,"taga away, mannalon"
peck,v.,sippiten
peculiar,adj.,"manmano, caracarna"
peddle,v.,isursor nga ilaco
peddler,n.,aglaclaco
pedestrians,n.,dagiti magmagna
peel,v.,ukisan
peeling,n.,nagukisan
peep,v.,siripen
pen,n.,"ubong, pluma"
penalize,v.,dusaen
pencil,n.,lapis
penetration,n.,iseserrec
penitent,adj.,agbabawi
penitentiary,n.,pagbaludan
penkinike,n.,"lansita, bassit mga imuco"
penny,n.,"cuarta, centavo"
pension,n.,"pension, cuarta a maited a gratis"
pensive,adj.,"managpanunot, naladingit"
people,n.,"tattao, umili"
people,v.,taengan
peppery,adj.,nagasang
per,adj.,tunggal maysa
perceive,v.,siraratan
percent,n.,por ciento
perch,n.,pagbatayan
perdition,n.,pannacadadael
peregrination,n.,panagbaniaga
peremptory,adj.,natalged
perennial,adj.,agnanayon
perfect,adj.,naan-anay
perfection,n.,kinaan-anay
perforation,n.,"abot, pigis"
perform,v.,aramiden
performance,n.,aramid
perfume,n.,bangbanglo
perhaps,adv.,nalabit
peril,n.,peggad
perilous,adj.,napeggad
period,n.,"marca, paset ti panawen, tulnec"
periodic,adj.,tunggal panawen wenno ania man a tiempo
perish,v.,"sumina, matay"
perishable,adj.,"mapucaw, matay, nalaca a madadael"
perjury,n.,panangidadanes
permanent,adj.,"agnanayon, manayon"
permission,n.,"palubos, pammalubos"
permit,n.,palubos
pernicious,adj.,macadadael
perpetual,adj.,"awan patingga, agnanayon"
perseverance,n.,"anus, kinapinget"
persevering,adj.,"naanus, napinget"
persist,v.,ipapilit
person,n.,tao
personal,adj.,"maipapan iti tao, ken cuana"
perspective,n.,panagkita
perspire,v.,agling-et
persuade,v.,"awisen, allucoyen"
persuasion,n.,panangawis
persuasive,adj.,macaawis
peruse,v.,"imatangan, basaen"
pest,n.,"ayup nga agdadael, angol"
pestle,n.,"alo, gusod, pagbayo"
pet,n.,ipatpateg
petition,v.,kiddaw
petitioner,n.,ti agkiddaw
petty,adj.,"bassit, nakedngan"
pharmacist,n.,"farmaceutico, agisagana iti agas"
philosopher,n.,filisofo
philosophy,n.,filosofia
phlegm,n.,"plemo, buteg"
phlegmatic,adj.,narigat a mabawing
photographer,n.,retratista
phrase,n.,paset ti sentencia nga awanan iti masasao wenno aramid
physical education,n.,adal maipapan ti panagpakired iti bagi
physician,n.,"doctor, mangngagas, medico"
phyton,n.,beclat
pick,n.,"pili, pico"
pick up,v.,piduten
pickle,n.,"buro, achara"
pictorial,n.,"ladawan, retrato"
picturesque,adj.,"nadaeg, nabuya"
pie,n.,cancanen
piece,n.,pirgis
piece,v.,pagsaipen
piercing,adj.,"mangitudtudo, sumalpot"
piety,n.,"panagca rarag, panagraem"
pig,n.,baboy
pigeon,n.,"pagaw, calapati"
pile,n.,"ummong, buntuon"
pile,v.,binuntuon
pilgrim,n.,ti agbambaniaga
pill,n.,pilduras
pillage,v.,"rubbuoten, tacawan"
pillar,n.,"adiggi, sarikedked"
pillow,n.,pungan
pimple,n.,camuro
pin,n.,aspili
pin,v.,"yaspili, icapet"
pincers,n.,"pagipit, pagsipit"
pinch,v.,cudduten
pine tree,n.,"saleng, aruo"
pineapple,n.,piña
pink,adj.,de rosas
pinnacle,n.,"cangatuan, pantoc"
pint,n.,sangcapirit
pious,adj.,"managcararag, naayat iti Dios"
pipe,n.,"tubo, suaco"
pistol,n.,"pistol, paltog"
pit,n.,nauneg nga abot
pitch,n.,"alquitran, tono ti musica"
pitcher,n.,"agibatbato iti bola, pagyanaan ti danum"
pitiful,adj.,nacacaasi
pity,n.,"asi, tulong ayat"
pity,v.,"panangaasi, caasian"
placard,n.,pacdaar
placate,v.,"aturen, pagtalnaen, pagpenneken"
place,n.,"paset, disso"
plague,n.,"sakit, angol"
plague,v.,"patayen, singaen"
plain,adj.,"padapada, tanap, nalawag, cadawyan a langa"
plain,n.,"tanap, taltalon"
plan,n.,"panunot, plano, gandat"
plan,v.,"gandaten, panggepen"
plane,n.,"catam, tucad"
planet,n.,planeta
plant,n.,"mula, panagmula"
plant,v.,imula
plantation,n.,"hacienda, plantacion"
plaster,n.,"plaster, abbong"
plaster,v.,"pigketan, tapalan"
plastic,adj.,"plastico, nalucneng"
plate,n.,"pinggan, puted ti metal"
platform,n.,"entablado, pagtacderan"
platter,n.,bandejado
plaudit,n.,panangidayaw
play,n.,"ay-ayam, zarzuela"
playful,adj.,naay-ayam
playground,n.,pagay-ayaman
playmate,n.,"cadua nga agay-ayam, caayayam"
plead,v.,"idawat, yasug"
pleading,n.,"asug, dawat"
pleasant,adj.,"nasayaat, macaay-ayo"
please,v.,"ay-ayunen, paragsaken"
please,v.,"nacaay-yo, nasayaat"
pleasure,n.,panagragragsac
pledge,n.,cari
pledge,v.,"agcari, icari"
plenty,adj.,"adu, nawadwad"
plot,n.,"panggep, arat ti daga"
plot,v.,panggepen
plow,n.,"arado, araduen"
pluck,v.,"kettlen, piduten"
plum,n.,sarguelas
plumber,n.,agtartarimaan cadagiti tubo ti danum
plume,n.,dutdot
plummet,v.,"agsuec, agtimag, agregreg"
plunder,n.,"ranggasan, tacawan"
plural,adj.,"adu, nasuroc a maysa"
plurality,n.,kinaadu
plus,prep.,inayon
pluvial,adj.,"matutudo, nabasa"
poet,n.,mannaniw
poetical,adj.,casla daniw
point,n.,"murdong, natirad nga ungto"
poison,v.,sabidongan
poisonous,adj.,macasabidong
poker faced,adj.,saan a mailasin
pole,n.,"ungto ti lubong, pangsucdal"
police,n.,policia
policy,"n. wayat maipapan ti ania man a banag, cas ti panagturay, panaglaco, etc.",
polish,v.,"linisan, pasilengen"
polished,v.,"nalinis, napasileng"
polite,adj.,managdayaw
political,adj.,maipapan iti politica
politician,n.,"politico, nalaing maipapan iti panagturay"
politics,n.,politica
poll,v.,pagnayonen
polygamist,n.,addaan adu nga asawa
pompous,adj.,"napasindayaw, nangayed"
pond,n.,basaw
